inventory_id,relative_path,sha256,size_bytes,extension,detected_type,text_or_binary,tracked_status,ignored_status,symlink_target,classification,likely_role,review_level,audit_status,per_file_report,notes
F0357,src/x86decomp/native/cli.py,cb20e73779c341e48081ea2787781daa626bca516e1cde396f0bd3bd1b1181d1,10838,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0358,src/x86decomp/native/closed_loop.py,8ca0f2b6adb455f6a3adcfbe88a9d1f536ed28ac13d7cea3048db214a507d831,3785,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0359,src/x86decomp/native/hybrid_composer.py,07650208ea10d64e9a2dd98312b14b6dd54cca2064effa3693e2e0d00ee71ff7,4754,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0360,src/x86decomp/native/matching.py,4fbc421f01f6f432c888d431a243b4ba4f5166977a5f47adcafcc01d11cd0565,9037,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0361,src/x86decomp/native/pe_reconstruction.py,bbea10165b3b1aed6e6a3a9aa2776296480c729f8a6002471467d4791c71e200,10209,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0362,src/x86decomp/native/runtime.py,210145982c2a21253b47ca06ad8882c3704325c49fa694a69bfa68bfc1887407,7179,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0363,src/x86decomp/native/slots.py,a4d751d6b0adc193cb36b4847e2d8e5ce242e62b56677c0eb03b72ffd7544582,8841,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0364,src/x86decomp/native/staging.py,f4179ca0b7807241266480760fcfef527054a69be26a08cd7b3d31725b70ddef,5318,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0365,src/x86decomp/native/store.py,3e79c3dcdb28c4e49ec129537b58254574d8f887a91c654238f3690e6fa24611,6561,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0366,src/x86decomp/native/windows_tools.py,b7faf19779e497b1338a585113dfc053663d02ea92d3630a78d6c57660d01cfe,4257,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0367,src/x86decomp/native/__pycache__/__init__.cpython-313.pyc,3f381de64be5f87d8c6862d486b7b760fc47b564293580d25fbd805d5e3b883c,395,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0368,src/x86decomp/native/__pycache__/cli.cpython-313.pyc,4100c80e1760e6aed3a028154d6de748275fd7cda6217d661f6b64df1c512a20,18920,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0369,src/x86decomp/native/__pycache__/closed_loop.cpython-313.pyc,4fd1ed65f356cd8ed6e65635925304bbe3a14bf92f9f1fa02c3fca0c10e9b258,6165,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0370,src/x86decomp/native/__pycache__/hybrid_composer.cpython-313.pyc,10d1d44a43bf4c6531ea85a3f2099e9b78ecfb4e7f7330002d5b05b335e0a2f0,7163,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0371,src/x86decomp/native/__pycache__/matching.cpython-313.pyc,28b22e0df8a52ae6753c4ef6ca416665e9ec5ad4f6ef4e3ea7e0162075ccd840,12871,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0372,src/x86decomp/native/__pycache__/pe_reconstruction.cpython-313.pyc,7aa46eab3f5455ce42c1d0d96d2d1af050eacc0fc610020cca517b1d72ca0c10,16987,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0373,src/x86decomp/native/__pycache__/runtime.cpython-313.pyc,26d2197c3372acb06070f7c787d5939dc5e88caed5cfb15abc684763bfd704e6,10362,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0374,src/x86decomp/native/__pycache__/slots.cpython-313.pyc,63e23191ffc84b8388017f9d53f4b55e4c41d5f184a6dfdcf3da936117f53115,12425,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0375,src/x86decomp/native/__pycache__/staging.cpython-313.pyc,209ee5ff499138a38d43b369b2045ba6316500cdcac8e5538c4df59fce0a2631,8744,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0376,src/x86decomp/native/__pycache__/store.cpython-313.pyc,aa2ce8f4ac132cb2edaae7092a55ae5f8bd7fe8266c6ea9781db22f2d7e863f9,7759,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0377,src/x86decomp/native/__pycache__/windows_tools.cpython-313.pyc,a8e802f270cbcc1bdd03acc416855a455aff1f88f58c307a2234afc992d40e3e,7707,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0378,src/x86decomp/reconstruction/__init__.py,52313d0bee948e0909b7dbad630958a9631187f643927aa9b604acf3184599c8,179,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0379,src/x86decomp/reconstruction/abi_contracts.py,3eb4e79869758ec544c5534c94f9a92fae194044d9900b1cf0b9b7674b3107ac,5636,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0380,src/x86decomp/reconstruction/acceleration.py,6754b04bf0b1cd6308637226f9861350ae1d9c92f29e21b2be6f4caab4cc18c9,97551,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0381,src/x86decomp/reconstruction/builds.py,5b0315844bcb2223d9b5b9124288a000700fc3bb8cd2f72fc11b29dc8fb05bf0,14024,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0382,src/x86decomp/reconstruction/capsules.py,700d2e7078242821ac30a9e8a7064bb1685b1981402df938fc3c35e5a3eda6c3,4798,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0383,src/x86decomp/reconstruction/cli.py,0b591c69d07287206a84bc9ca1d8ddca3dc69461dff67ad3d6436b1454eff731,45198,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0384,src/x86decomp/reconstruction/generated_tests.py,795acf06507747ba98e4e142daa8a8e424cdc860499aacdfa7b271c5205f304b,7430,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0385,src/x86decomp/reconstruction/headers.py,fe3f3538ed3b9d7f171e2558a555f6d9d6d27ceaf096702aaf56644913c16da7,9710,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0386,src/x86decomp/reconstruction/libraries.py,ae16b90a7305823aca1dc000581ecd593ac57ab97b9b0ed4dc8923ecdc081fb3,3006,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0387,src/x86decomp/reconstruction/project_layout.py,b9143acf55abf6b8a4018e130cb249d146d1d04c0edebe8a8ad396ea8c76bc20,9236,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0388,src/x86decomp/reconstruction/provenance.py,e181ec7f29d9d4027c4bde38199eaef5ff1038a3a1b66e8fdf3d33b06eafcecb,10783,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0389,src/x86decomp/reconstruction/security.py,e992f37703bd3473f8c0e24bdce1d8f463e63178a51a9745661822b57740effa,5836,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0390,src/x86decomp/reconstruction/semantic_changesets.py,8162c89a2e231164a4c4940804355c123bc6eeae6a1de7234bc2468af80bbeae,5813,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0391,src/x86decomp/reconstruction/store.py,e9909aa9d757a1425b1563590a5c2df93d4ce65a54825e80dfdb99be66593b6f,10669,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0392,src/x86decomp/reconstruction/__pycache__/__init__.cpython-313.pyc,505adb7259c80951a769a5776342e2a761a32e42b063a80e3ae3cd72d2110688,417,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0393,src/x86decomp/reconstruction/__pycache__/abi_contracts.cpython-313.pyc,da9c62b80f7bb7e935cbbad29d2e2e3939a65d78ae5cef481c93394ba5b00a64,9351,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0394,src/x86decomp/reconstruction/__pycache__/acceleration.cpython-313.pyc,a921c5054f7be024b1b3afe8c218f756f04bab82872e9e6e71e6392d77365317,122357,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0395,src/x86decomp/reconstruction/__pycache__/builds.cpython-313.pyc,6fe66acbe3ddfcc307540c2872934917516babe629f44e95bad7f350a566d29c,19881,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0396,src/x86decomp/reconstruction/__pycache__/capsules.cpython-313.pyc,9192893c6ea6cfd5df65f431238998ab881070720d3d6bce768286e7a63600e9,9062,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0397,src/x86decomp/reconstruction/__pycache__/cli.cpython-313.pyc,6679ed7aa9b6ca681af31512d921d152117dc98b37644e76c5ba1ab6ab4169d3,79576,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0398,src/x86decomp/reconstruction/__pycache__/generated_tests.cpython-313.pyc,ab7d612210cb599e918224b94adfdb93f9591d8f80feb6662f2b755e1d25d4c9,10331,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0399,src/x86decomp/reconstruction/__pycache__/headers.cpython-313.pyc,01dea91a97dcc157b9de7f3d6d2bc4c90b6027dca3f6e984003f9da96493d9ec,14402,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0400,src/x86decomp/reconstruction/__pycache__/libraries.cpython-313.pyc,6a0ffad1207d2d6a9d94061657ab06cb37dfb45dd3bf25e0b593e28700624eed,5449,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0401,src/x86decomp/reconstruction/__pycache__/project_layout.cpython-313.pyc,1defa8675c766b547a747f892d358bc6a225c7a9580f51271844f093788de131,14680,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0402,src/x86decomp/reconstruction/__pycache__/provenance.cpython-313.pyc,e9ce3865f8b9f1ea9142bcaff4835e1f5700537ff66202c97d8799efe3535281,15796,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0403,src/x86decomp/reconstruction/__pycache__/security.cpython-313.pyc,3eb6ca777a2332569cc4fe1b9665e01998c8d37e7ef2da62c8c3f708a1076a12,8620,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0404,src/x86decomp/reconstruction/__pycache__/semantic_changesets.cpython-313.pyc,d22e15c8379a73901867c070bdf027153588ed27e3738df6aaab1c3ece124530,9844,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0405,src/x86decomp/reconstruction/__pycache__/store.cpython-313.pyc,f2cae1f49f1f36dc24a5dc32870cfb0236938c9f0128be5457a83d376a9fbc18,12226,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0406,src/x86decomp/__pycache__/__init__.cpython-313.pyc,b5c1f7d6e97ea022cd92c3597fed0c3cf05614ce3f1d29523255fb5cd3e0f30a,682,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0407,src/x86decomp/__pycache__/__main__.cpython-313.pyc,ae1dbb01908361b9e0a85852663948fa0189253b95aca12cf555be82ff673aef,375,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0408,src/x86decomp/__pycache__/abi.cpython-313.pyc,57f18b684c23c43dd29c03d076c4155f618f75c945e3a3c1e223949a3953a8ee,12449,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0409,src/x86decomp/__pycache__/analysis_db.cpython-313.pyc,4962f434d62c09df37a5e95eb2c9404fa7cedd4a5e11017e213aec0e287496cc,14830,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0410,src/x86decomp/__pycache__/angr_backend.cpython-313.pyc,0666a5b6da94ce3fe023e069dd3440707b2c44fab682fbefb20671b349660284,31704,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0411,src/x86decomp/__pycache__/artifacts.cpython-313.pyc,8f071684c84ee02da6a6a1804bab9aecd826c80d0463c4e10137c6ccec0b8009,6987,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0412,src/x86decomp/__pycache__/benchmarks.cpython-313.pyc,8ccc73a9f56028ad52e4ee104a81881bef25a9801ca965968d6373d0980b456a,8756,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0413,src/x86decomp/__pycache__/binary_reader.cpython-313.pyc,cb7931ad1b28ace138b233c0dfa613e55df844508fcc1e62b69382a59be537ef,4481,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0414,src/x86decomp/__pycache__/canonical.cpython-313.pyc,f2e97165ffc961ea0100ac592d200cf827785f368dd649f9361543311c7d9da3,13210,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0415,src/x86decomp/__pycache__/cli.cpython-313.pyc,8f1a4ad57924b00936d859124678fa176de5e901510753e378b62d500afda194,78569,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0416,src/x86decomp/__pycache__/cli_utils.cpython-313.pyc,212072dcc784e3fac103c6e879c16d5708815476834e9b78df882e0beb60bf6d,4635,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0417,src/x86decomp/__pycache__/coff.cpython-313.pyc,7d43842fb643d61fb6a2db93e329d2225918b0d45be5621ede5863a86d9b39c3,62544,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0418,src/x86decomp/__pycache__/coff_archive.cpython-313.pyc,e4f13af51494f302e5caba763516d879beda4d891180093345ec34f9a3661eba,19389,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0419,src/x86decomp/__pycache__/compiler.cpython-313.pyc,21bf02d619740d0817d072fcd035438dd66cf5bd969ed3af2b83925207a2fcb0,13139,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0420,src/x86decomp/__pycache__/compiler_lab.cpython-313.pyc,5f1b57de36f4c517bb36cca9ec8d1b8c0f38c234d2ffbd6dabd235c94b7cf85a,7323,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0421,src/x86decomp/__pycache__/compiler_worker.cpython-313.pyc,a1fd39b2c5d6be776c708d662075f363d2bd0058d5c7612a2a2040464f5f2db1,6139,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0422,src/x86decomp/__pycache__/content_store.cpython-313.pyc,a04304781ce882e4bc9e6d821b6910020846eee618d36399c0d2c5acc2a61923,20782,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0423,src/x86decomp/__pycache__/contracts.cpython-313.pyc,8b7ed16608a437142457ac394150b00990cd383fc8f4582e1649c228169908f1,9266,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0424,src/x86decomp/__pycache__/convergence.cpython-313.pyc,6784eaae9c75f34892b6c950e413bf83bcca6d7b44c25544d4ff7148a18cf9a6,8342,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0425,src/x86decomp/__pycache__/cpp_recovery.cpython-313.pyc,9e5104ec29e58856035145ede40cb852cfd38389a38319818971dcda8c59d9fa,9637,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0426,src/x86decomp/__pycache__/decompme.cpython-313.pyc,e76ca96aeaf85f1ceffd244596ce19ceb19c2ca711fad17a25569ba9287bc128,4947,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0427,src/x86decomp/__pycache__/diffing.cpython-313.pyc,4347cd36b829917f166319ed4c6305b1d1ba485855754004227bc48dc0e733d0,3653,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0428,src/x86decomp/__pycache__/disassembly.cpython-313.pyc,ca20bcaab8ff4759f855d90c9ffaa4fa3ae5a420458c1f239d6f399652b350b7,14590,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0429,src/x86decomp/__pycache__/dynamic.cpython-313.pyc,34896ae5f076a3eaf4ad99c970997c9403e1c322f7cc3aecb2c8a737470bd558,24791,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0430,src/x86decomp/__pycache__/dynamorio.cpython-313.pyc,89414ff56627fa740f3186d1c244cbb85b38a6e9b563ca362db0d19bc94e68c6,10341,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0431,src/x86decomp/__pycache__/errors.cpython-313.pyc,698b39770bc8aa81115bf23a46dfade9b292a8a03d57dc2d04304b1af620026a,1494,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0432,src/x86decomp/__pycache__/evidence.cpython-313.pyc,f5d57ce53b67f25e01a8313296a414365b5b605940c63ee8c79c71885842b64f,15176,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0433,src/x86decomp/__pycache__/exe_diff.cpython-313.pyc,0e764488029ecbfeb85fbe4b76435162fe1d905e89d13eb3ee57238c1387f93e,9765,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0434,src/x86decomp/__pycache__/ghidra.cpython-313.pyc,55162208f6e0346edd02b9d5ede0ee68d816d639f75787eaf9cb89954bd01421,4844,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0435,src/x86decomp/__pycache__/ground_truth.cpython-313.pyc,9bebf00cb5c15162421a503e41553e16d5acc5f97671ce70b51f6c9cf1529fd8,21792,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0436,src/x86decomp/__pycache__/harness_generator.cpython-313.pyc,d8b7002ef6fee7a4e09b52aceb07debe970ee13df260882e92a930cc560877d1,8360,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0437,src/x86decomp/__pycache__/hybrid.cpython-313.pyc,9c152de40feb1f86e55248e8cd23533685486e3668f0816d64f9d67cf26a4f98,10870,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0438,src/x86decomp/__pycache__/image_match.cpython-313.pyc,4cd1944c801b5bcf66d1c9e5316a16367a23af58361ca59e92dcf8e1c6f7f1fb,20513,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0439,src/x86decomp/__pycache__/integration.cpython-313.pyc,b16d68008f3ab0a22e7f017a0b090346fa7e714f4d08243e0e59b5d33d0ef478,21932,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0440,src/x86decomp/__pycache__/linker_layout.cpython-313.pyc,aca513d997224a4a4c1f2ad50cafae6ffe5fa8a686375275fdc8c55f44bf98d6,18101,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0441,src/x86decomp/__pycache__/linker_reconstruction.cpython-313.pyc,5d026766a0c8ac5bd946de932ca570ad9d04f6541d8712ab269a3e7da59d4510,8646,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0442,src/x86decomp/__pycache__/mcp.cpython-313.pyc,6102f492f63aa0f306388bcf1b2f3550beac3077011e2ba310a0cf246b4cfdba,24646,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0443,src/x86decomp/__pycache__/memory.cpython-313.pyc,d0a85a59f8e789aa4305c645c6693d5189200d976e6d1138cb50c9fd5ea16662,8732,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0444,src/x86decomp/__pycache__/models.cpython-313.pyc,3652da433972ce4297fc0ebae5966de3e963a31ea78cf4b33a465a4392017bb9,4861,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0445,src/x86decomp/__pycache__/msvc_metadata.cpython-313.pyc,c9bd49147b45eb6df84f1b39c38172ebff8cec17b7873a26e4e8d713c22bc034,51075,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0446,src/x86decomp/__pycache__/objdiff_adapter.cpython-313.pyc,affb28e6420a948bb0024afc96c50480aa30220c42dc5b249cbbe7f8b1edb1e9,10724,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0447,src/x86decomp/__pycache__/orchestrator.cpython-313.pyc,3114c9484c313c9d6967d1014bc360405868d1257bafcd85ab2be23d05b6af0d,53136,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0448,src/x86decomp/__pycache__/patching.cpython-313.pyc,ff371e8d3b7ab07b72edd464865f61944c8b1696a0ce5ab867eb7f2faefabb2a,5221,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0449,src/x86decomp/__pycache__/pdb.cpython-313.pyc,6549a7c775f3290c01821f5c01003c8cf7acb3a8319193270db56c0d34edbb7c,29635,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0450,src/x86decomp/__pycache__/pe.cpython-313.pyc,edcfcb4f4d9801306971a19d95c0df70c7d8724b909601abf5b075b108b29ccd,29766,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0451,src/x86decomp/__pycache__/pe32.cpython-313.pyc,62e12cb9d61b94fdba3c5a421c1445c4c939cd9c616150afc4b5f4ac319f661d,49831,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0452,src/x86decomp/__pycache__/project.cpython-313.pyc,3469870d36a08165122073cd2e00cf325be95dd44cab7d58e51e824491dd5968,11094,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0453,src/x86decomp/__pycache__/project_state.cpython-313.pyc,a3ef941bdd9b5bad13ac255e6eca94925f93666fa5c964e8947232aa8a71a146,31532,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0454,src/x86decomp/__pycache__/project_template.cpython-313.pyc,81b5eb4106cb0d14b167e6d98846bc89fbd7aeccd20afd722b6b1b2ac31bd3a6,9913,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0455,src/x86decomp/__pycache__/release_gate.cpython-313.pyc,ad328c452736aa22cd67b5f03c44266e4a2327f21ac39138d6d686f9071a1e9b,10273,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0456,src/x86decomp/__pycache__/relink.cpython-313.pyc,3b673a54602cb7a70f35d47ea6e485c01b707701d1606c51b3403c2b84583aa7,8775,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0457,src/x86decomp/__pycache__/reproducibility.cpython-313.pyc,ca41f9c817f2b41d900b06a7bf1457d85232978b2b64f84c225d358916d3937a,9078,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
