inventory_id,relative_path,sha256,assigned_batch,review_started,review_completed,reviewer_status,read_completely,cross_references_checked,runtime_checked,tests_checked,documentation_checked,findings_count,open_questions,final_status
F0300,src/x86decomp/assembly/store.py,4b6c3cd2c08fd5283cdf5c2c32c57e884b3aa3fe2c4c062f2ee3c21b044ee2b9,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: AssemblyStore(8), check(67), decode(8), initialize(18). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0301,src/x86decomp/benchmarks.py,9e76928e21935b743ac2360a0551ad7fc7152b2b2c3247651814913898aae8ca,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: classification_metrics(3), run_benchmark_corpus(3). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0302,src/x86decomp/binary_reader.py,4c1873a9f6b44affea3f1649910ccb03743eb6e1c237229e338b942af398bfda,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: BinaryReader(13), c_string(3), c_string_with_end(1), optional_u16(1), optional_u32(1), optional_u64(1), require(4), u16(3), u32(2), u64(2). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,0,None specific,Audited — complete
F0303,src/x86decomp/canonical.py,8c3ec3a4bc45c53e198249f12b84117c49be63df96160f0c552e82c570e26ef1,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: build_parser(19), canonical_groups(9), canonical_routes(9), command_catalog(1), dispatch(6), main(57), register_canonical_commands(1). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0304,src/x86decomp/cli.py,12b849e573b008c7a615a679b4f119f714ff037847afb86b4ca442a767ba68ea,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: main(57). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,3,See linked finding verification-needed fields,Audited — complete
F0305,src/x86decomp/cli_utils.py,00ff8b3bf95c9d90cd01af5a74889c0104b8152d31587cd0db6319e1887569d4,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: emit_json(1), parse_json_arg(10), run_cli(1). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,0,None specific,Audited — complete
F0306,src/x86decomp/coff.py,5e1480cffb3533a06665c30a9b7483dd7b3d886f9c0ca3f0ea725b54512c7f24,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: CoffObject(5), CoffRelocation(4), CoffSection(5), CoffSymbol(5), ComdatCandidate(1), ComdatResolution(2), ExtractedSymbol(1), FileAux(1), FunctionDefinitionAux(3), RawAux(3). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0307,src/x86decomp/coff_archive.py,6f6e0159c3daf0dd8288d7284eff16ad341cbb4bea6f9e7e4b6afef656e475d7,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: ArchiveMember(1), CoffArchive(1), parse_coff_archive(4), parse_coff_archive_bytes(1), to_dict(104). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,0,None specific,Audited — complete
F0308,src/x86decomp/compiler.py,308dd1aa876aa7a5dfea0d5760e7065cc73e71fa7a3abd2a991462a6972b06ba,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: compiler_cache_key(1), load_profile(7), run_compiler_profile(5). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0309,src/x86decomp/compiler_lab.py,335a95bb45c4beb4b8c2e49fde9e801c3697ddee6265321fcdd727fab3efe202,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: run_compiler_lab(3). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0310,src/x86decomp/compiler_worker.py,c0ef67cfde5b43c4aea32e1c2021052c6cd673f9a2c7e4cddc39a44fd647aa16,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: run_compiler_worker(3). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,0,None specific,Audited — complete
F0311,src/x86decomp/content_store.py,39e7c21f79772fcccfdd02a46913ce50825b8770ffe1cda5dab743ae820d03e9,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: ContentStore(18), StoredArtifact(3), add_reference(4), export_index(1), garbage_collect(4), get(100), put_bytes(1), put_file(2), read_bytes(40), referenced_digests(1). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0312,src/x86decomp/contracts.py,81bb46be99c3e0a058133f3d0a690c6375428d34e6c4f15a8932475065feaa00,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: atomic_write_bytes(4), atomic_write_json(3), canonical_json(1), dedupe_preserve(3), ensure_relative_path(2), random_id(1), read_json(3), resolve_within(1), sha256_bytes(2), sha256_file(4). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,0,None specific,Audited — complete
F0313,src/x86decomp/convergence.py,3c147aa3dd24d9f3290b1c275031c0209ac915c877e3291b4d1cef3ef4f9321e,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: analyze_image_convergence(4), append_convergence_history(3). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0314,src/x86decomp/corpus/ground_truth_sources/aliasing.c,09a93c1038059384920be8ed617f196950b3b935fa4e7ecdcccd4b38215f222c,src,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0315,src/x86decomp/corpus/ground_truth_sources/arithmetic.c,1a39b20e36efc0d23c5570152a1db30922527835bfc82ddf4b629980c916326e,src,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0316,src/x86decomp/corpus/ground_truth_sources/bitfields.c,44c9a66d27e87a270af05fdb87d82d87512b70fe72600df0bc89f4e091b5a7dd,src,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0317,src/x86decomp/corpus/ground_truth_sources/branches.c,0dcc84cf6d38aa0a3e90a66bd349f349d504cd2dc0160db16933466c56aa99bb,src,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0318,src/x86decomp/corpus/ground_truth_sources/calling_conventions.c,cfb331698f9ccdb113849a7c535a500ee6631a46a716be1d3791e49f9c1e69b3,src,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0319,src/x86decomp/corpus/ground_truth_sources/classes.cpp,d04c86180d9424ea91914dc7b73d93b4b3da432d7a26d8d801ff9d5718701521,src,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0320,src/x86decomp/corpus/ground_truth_sources/eh_multiple.cpp,7b3cc0e687132f70957e55dbbaa5c479d6a4864fde0e11cb49df0c600d6f2665,src,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0321,src/x86decomp/corpus/ground_truth_sources/exceptions.cpp,fd15c6bd23f39262a9aa02f94f02210dacab53a2a5d358aae415bba2c329394e,src,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0322,src/x86decomp/corpus/ground_truth_sources/floating_point.c,ff00c63ae76817932bdd0b4a5b0a0c8bc661e03314889d1eef404e580279bb89,src,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0323,src/x86decomp/corpus/ground_truth_sources/globals.c,e4fbe6bc2a51161e651a23264f5de4e90d052b2e9efcbcea1c1ff76a748528c4,src,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0324,src/x86decomp/corpus/ground_truth_sources/indirect_calls.c,b9b6dc58d6912bf8a54c46868a5a61b321447c9826660dfb29f76f741b21b92e,src,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0325,src/x86decomp/corpus/ground_truth_sources/loops.c,d929c2eb356d9e45d27aa9a9e9929d1ce3fad324d8843d7e53e4dbe7dabe9262,src,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0326,src/x86decomp/corpus/ground_truth_sources/member_pointers.cpp,8e84a7254ebeda7ec4db40335350606cf26227868e20be7db4f4382cdd3e9f69,src,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0327,src/x86decomp/corpus/ground_truth_sources/multiple_inheritance.cpp,2fc99918de8375a035774b6cff12866defb77d2095bf1a6005b6419c4afc4410,src,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0328,src/x86decomp/corpus/ground_truth_sources/static_initializers.cpp,5566d58941846d63fafa6e6047f5f0a70dd19ff484aea58f1eac88cfa1c3156c,src,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0329,src/x86decomp/corpus/ground_truth_sources/structs.c,0b29f69d01886989d3d34fb430acb259ca55c604b8b59c968e5d341972102280,src,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0330,src/x86decomp/corpus/ground_truth_sources/switch_dense.c,2a696a875c034a89e16a9b28359f6603942c536954321bc7403a9b780d24546f,src,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0331,src/x86decomp/corpus/ground_truth_sources/tail_calls.c,874edb70e2470cafdd6bed6a7a05519da95c926d1b0777622d1fba726194ddb3,src,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0332,src/x86decomp/corpus/ground_truth_sources/templates.cpp,cd18fc097a4bbbacacff6685edb8c5e6a0dfe7d8e27a68eb0b0febad6508194b,src,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0333,src/x86decomp/corpus/ground_truth_sources/tls.c,9f917229ae42021f4045f2f56af5ac3116987dc442e304c1b9b6b441200ba54b,src,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0334,src/x86decomp/corpus/ground_truth_sources/unions.c,2906ac1f944da7f6020756df9f20451048f8e2ed81ed5ac6ea06554afe1c7f60,src,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0335,src/x86decomp/corpus/ground_truth_sources/varargs.c,3326edfa00e59cd41f5409c8ef01d1d5b96c0e1a13471972a2a107725032cdbb,src,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0336,src/x86decomp/corpus/ground_truth_sources/vectorizable.c,4e71d283a0479bd5264da8f235bdb4f434a1b841289d9eac335c8b997be10f43,src,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0337,src/x86decomp/corpus/ground_truth_sources/virtual_inheritance.cpp,c8e83579cd4d6159e716c23270110d997349e3b1a609bf1d50c0b93a2e64d1d2,src,2026-07-10,2026-07-10,Completed,Yes,Yes,No executable file-specific test relationship applies or was established; repository-wide checks are recorded in RUN_LOG.md.,Not directly applicable,Yes,0,None specific,Audited — complete
F0338,src/x86decomp/cpp_recovery.py,b0802ab4d397c31942d31760a5e09f5dd1da776b17dd015b3b0a76cc5b4bb7e6,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: recover_cpp_model(3). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0339,src/x86decomp/decompme.py,3c2395a04a7b65b758a6f112c427e008039d6af15d3d0fb905840c08c711e4fc,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: create_decompme_packet(3). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,0,None specific,Audited — complete
F0340,src/x86decomp/diffing.py,ebb63927cd514f51d75d10e6719e09d37dc11a4f7921fa4fa9f271b8f129f6f8,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: compare_bytes(6), compare_files(3). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,0,None specific,Audited — complete
F0341,src/x86decomp/disassembly.py,6ac452060750555a6808e2bb2a30577e519fc3d14ea4e75f92c3f2e4220fdf80,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: InstructionRecord(1), compare_instruction_streams(3), control_flow_edges(3), cross_check_ghidra_instructions(3), decode_instructions(4), to_dict(104). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0342,src/x86decomp/dynamic.py,9a271b38f2231b4a7a1f37e5663ac186fbad3be2d7d03f6983ffe70185bef8ed,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: ExecutionSpec(2), differential_validate(5), differential_validate_files(4), execute_code(1), load_execution_spec(3). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,0,None specific,Audited — complete
F0343,src/x86decomp/dynamorio.py,8568a98326d91a775f2feec1847e8d3230c58253e1b015c3ee75dcb9b0d8b30d,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: parse_drcov_text(3), run_drcov_trace(3). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,0,None specific,Audited — complete
F0344,src/x86decomp/errors.py,914468be6edf95c9f2bf1faef30120e8dab39930877ed1316b0992661a4591e6,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: ContractError(55), ExternalToolError(22), FormatError(4), VerificationError(2), X86DecompError(2). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,0,None specific,Audited — complete
F0345,src/x86decomp/evidence.py,c6f1a52e9389eb7c15ad7d633ec8682a67b117d3b3c6fab0a661ef084e7a68ac,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: EvidenceStore(19), add_contradiction(2), add_evidence(7), attach_evidence(6), audit_evidence_integrity(1), create_claim(5), get_claim(1), get_evidence(1), require_verified(2), save_claim(1). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0346,src/x86decomp/exe_diff.py,ef43b2127bddf1831a5aa7fade0abcabd5b4dac3b99f92a84a5381c55e0c0bc8,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: compare_pe_function_to_coff_symbol(3), extract_pe_bytes(3), rva_to_file_offset(2). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0347,src/x86decomp/ghidra.py,ea266fe809d4d14f1e3171b1c8884c87acc22aa98c4655c2f70907a742a1b60d,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: build_export_command(3), run_export(3). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,0,None specific,Audited — complete
F0348,src/x86decomp/governance/__init__.py,a0483ba8e8314f9c9ba3a8387147195d183c6c7a47b067e2f6a92354f6612c00,src,2026-07-10,2026-07-10,Completed,Yes,Yes,Static test search found 58 module-name reference(s). The exact 258-test inventory passed; no per-file line coverage was measured in this audit.,Yes — repository inventory reconciled,Yes,0,None specific,Audited — complete
F0349,src/x86decomp/governance/campaigns.py,90a826ba286adc54ed7e3441b0496449be13a93646059aa16dbfaa39873f85b3,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: CampaignEngine(21), branch(22), consume_budget(1), create(65), get(100), get_branch(1), list(167), pause(3), plan_next(4), resume(4). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0350,src/x86decomp/governance/candidates.py,2b624b7763a865419696e09db6e31f1aeb90ffe199e69fbfe1d18e5c39b3426d,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: CandidateStore(13), add_file(4), compare(15), create(65), get(100), list(167), record_evaluation(2), transition(11). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0351,src/x86decomp/governance/changesets.py,0e77e6dd57ceba75e956978b856be378e95a5705bc04185a22f47a38fc7cc269,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: ChangeSet(8), apply(6), export(33), inspect(24). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0352,src/x86decomp/governance/cli.py,c60bde3724514111ea08dbd1bedca164ea53eb7c92dbb06d2675be191b857fb9,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: build_parser(19), dispatch(6), main(57). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0353,src/x86decomp/governance/consensus.py,26bac1f62bf88a107e8fe46fe45ed2b43c3d26332973f5f41dff76b8fd9edb71,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: ConsensusEngine(8), conflicts(9), explain(9), record(23), resolve(62), scan(15). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0354,src/x86decomp/governance/counterexamples.py,cb2a6aa83c91f65021f0072f03ee700db73c9039d7f232fa1b93b0a9393e4598,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: CounterexampleStore(11), add(30), ddmin_bytes(3), get(100), list(167), minimize(2), promote_to_regression(2). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0355,src/x86decomp/governance/family.py,b3f1c7659e7b18c52a5d84fa1c1d5aebeb33df451e1a3b41630c133670c7e62d,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: BinaryFamilyStore(12), add(30), correlate(3), correlation(2), create(65), get(100), member(38), report(211). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0356,src/x86decomp/governance/hypotheses.py,480bc2da1fae71755f296a6bf062227ef11c5e1649d8cdc5d989bc60dafd859e,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: HypothesisLedger(16), acceptance_gate(2), add_dependency(3), attach_evidence(6), create(65), describe(1), get(100), list(167), transition(11). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0357,src/x86decomp/governance/knowledge_graph.py,f3650b738f42a860011c51c2e24bfd31ac4d59e72643518cd65c7d975eb09e58,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: KnowledgeGraph(7), add_edge(2), get_node(1), impact(7), upsert_node(3). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0358,src/x86decomp/governance/plugins.py,d23296f1a34d8e936e7d0193c782fc0ac63e76fb82196651f5f22f45a0a8dedd,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: PluginRegistry(11), doctor(17), get(100), install(40), invoke(7), list(167), validate_manifest(1). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0359,src/x86decomp/governance/proofs.py,fd94011a7c6e13042424cf7465b90da65aedd221130e4059062b38cf0b14b5ed,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: ProofBundle(12), ProofLedger(8), add_result(2), create_obligation(2), evaluate(5), export(33), inspect(24), obligation(5), result(301), verify(45). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0360,src/x86decomp/governance/reviews.py,5415ea375c3491a438d4f9a4413433810bb20e64238e61f1ecb76250b2f845fd,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: ReviewQueue(10), assign(4), create(65), decide(4), get(100), list(167), lock(10). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0361,src/x86decomp/governance/store.py,4c8278f539d11dbcccd286e00eeb3f64b629972476cfc24cf476e6eaf0079266,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: GovernanceStore(22), audit(76), check(67), connect(5), initialize(18), transaction(3), verify_audit_chain(4). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0362,src/x86decomp/governance/workers.py,7b610e1c2a66841ee8922a3e8d0c899c36d143a7cc204f8b50b670e99ffec3d6,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: WorkerRegistry(9), doctor(17), get(100), list(167), register(6), select(19), set_status(2). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0363,src/x86decomp/ground_truth.py,d7d149b53d39807ed090c2de0e2bffd58a9b53c758b114eca3b8678798052985,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: build_ground_truth_corpus(3), compare_ground_truth_corpora(3), create_builtin_manifest(3), verify_ground_truth_corpus(3). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0364,src/x86decomp/harness_generator.py,8b2651a7e986342fe91ca248d9b5514df815e7a4ee7f49c86044fdebc5c45494,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: generate_execution_harness(4), generate_execution_harness_from_files(3). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0365,src/x86decomp/hybrid.py,99ad0b3c0351e87549316d81d374c6b5dadb37f3e12255be60aca4814bb575ac,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: generate_hybrid_project(8). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0366,src/x86decomp/image_match.py,31550da63849a38c19b606e0fd2c05836bb1924b8d24401504d5793ecab2ffaa,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: ByteRange(1), compare_whole_images(4), derive_layout_profile(4), to_dict(104). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,0,None specific,Audited — complete
F0367,src/x86decomp/integration.py,33621f6757eda6220f03a028d22703a47e5589d658e20980c2f5662bf952e811,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: run_integration_scenarios(5). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
F0368,src/x86decomp/linker_layout.py,a7d4d99c9fd7f5cf4f09950056b8a13f7f90ed38347719aece959ec57ae2305d,src,2026-07-10,2026-07-10,Completed,Yes,Yes,"Static search found direct symbol references in tests: LinkerMap(1), MapContribution(3), MapPublic(1), MapSegment(1), parse_msvc_map(1), parse_msvc_map_text(3), reconstruct_linker_layout(3), to_dict(104). The exact 258-test inventory passed; this is evidence of use, not a line-coverage claim.",Yes — repository inventory reconciled,Yes,1,See linked finding verification-needed fields,Audited — complete
